,can_cor.mean,can_cor.sd,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,lh_trace,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_cor_attr,nr_disc,nr_norm,nr_outliers,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda,dataset
0,0.7161331909126638,,0.004075959937289974,0.002588757004864266,0.002560420149160516,0.001774047901435932,0.625159411819858,0.13219916150032196,,,0.8698295247662684,,,1.9,0.31622776601683794,-1.5503368772438157,0.15797664181239215,1.0527421178078284,1.3343399999999999,0.46883928589656393,1.0,0.0,0.051601746467817886,0.1590069794903075,0.1,0.31622776601683794,-0.9,0.31622776601683794,0.0,1.0,0.0,0,0.5128467471267538,1.9,0.31622776601683794,1.0527421178078284,0.7849434224935503,0.10012900181471067,,-0.0038206586683283902,0.007423358043115109,0.34998405573135133,0.05270592049523081,0.052669446488431026,0.15963952003930712,0.6251594118198576,0.13183431919045335,0.4871532528732463,2dplanes
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,167.0,2,,,,,,,,,,0.006574732405227738,0.04621048250501594,,,,,,APSFailure
2,,,,,,,,,,,55.000379158569345,,,,,,,,,,,,,,,,,,0.011428571428571429,,3.0,88,,,,,,,,,,0.32467359328175655,0.20456349743587615,3.017772333705392,13.032616578672526,,,,Allstate_Claims_Severity
3,0.0227035379321461,,0.07698475042745197,0.11891559566251846,3.233767692022303e+34,9.633021319636976e+34,1.5803152766447747e+36,2.993374513528643e+36,,,2.5856845534416125e+17,,,670.625,859.1771707362142,956.904064154632,1193.2288945228063,0.0005157164610135186,404.564475,550.3658812708188,1242.25,1536.2815729639444,-1.8777326345285875e+17,3.6469449948570054e+17,364.125,492.81652265320815,-8.070450532247929e+18,3.260954456333196e+18,0.03571428571428571,1.0,0.0,7,0.0005154506346363968,8.07045053224793e+18,3.2609544563331963e+18,0.0005157164610135186,8.239512360535514e+17,1.0149846654721151e+18,,-23.15611660537516,21.977811535019402,0.004499104264858441,0.005128684540170219,406.8350836596654,533.2780798653121,1.5803152766447735e+36,2.9799899973359856e+36,0.9994845493653637,Amazon_employee_access
4,0.7755936635313212,,0.13736756406610515,0.12463891517023672,64.67608671381625,198.15024096830655,1490.0635239657797,2738.3964818083123,15.863294119578416,31.730981547928483,73.9022728919845,6.486268060474022,15.91725613628776,34.875,50.40411212620225,-0.051895453650827275,2.457076168861334,1.5096970358587376,19.114949999999997,32.811251039491594,82.78571428571429,116.94849528510639,28.507971014492757,44.29800979252193,21.75,39.17551727605079,0.42857142857142855,0.5135525910130955,0.01098901098901099,1.0,0.0,4,0.6015455309099362,82.35714285714286,116.53167753075499,1.5096970358587376,22.78158746857769,32.3382116784493,,0.22107798234235182,0.9653301837588427,0.20825770325827236,0.2206466503661018,24.598861283643892,40.6821376730854,1490.06352396578,2626.1387309455904,0.3984544690900637,Australian
5,0.8412379650606808,,0.0916062128314022,0.11353775613532818,0.002821498982654102,0.007267652094896898,0.045446418403917214,0.3352066385892866,0.0063980580891286245,0.05909973551634574,1.2855599442789425,0.0058802592430739625,0.055692491301381514,0.0927057090502541,0.2731161673133991,156.33837174823333,335.56740775073234,2.4209239689834217,0.006595955693886166,0.030610629233551716,0.9536812554726144,0.12864489763009287,0.08812651960161906,0.14898645582139966,0.038148256231507624,0.16521708903852236,0.001316526516657256,0.01657077057694918,0.013880886983318819,1.0,0.0,1619,0.7076813138594352,0.952364728955957,0.12947386638990335,2.4209239689834217,0.15842138549534632,0.14269050311329926,,8.096925596761489,8.25786772927489,0.30302457784852366,0.19696997273710434,0.05025393115633681,0.14986159196266888,0.04544641840391721,0.06872290048213592,0.2923186861405648,Bioresponse
6,,,0.1554359339078212,0.23088501936299327,2.1812355300830902e+17,1.494308061026507e+18,2.6514128969791984e+33,9.184763698822715e+33,,,1481.4009512739083,,,423.2083333333333,1007.4015056374525,1899.7794109148326,3190.773647112086,,260.6905,599.8994183058811,126898.58333333333,324321.6804432566,-287547450955220.1,996093589284501.5,291.1666666666667,762.9116275920504,-7.686143364045646e+17,2.6625581641570857e+18,0.15151515151515152,,0.0,11,,7.686143364046915e+17,2.6625581641570463e+18,,1.4864423121948672e+16,5.149187214482624e+16,,15.772035623015194,41.02995239823834,0.1267407396996377,0.18453758828154238,323.8174615544472,840.7076649525319,2.651412896979194e+33,9.184763698822698e+33,,Brazilian_houses
7,,,0.38813137412176163,0.393229153511237,41975.23839660365,93869.53552655013,115723.18907386374,915865.46243439,0.0,0.0,7714.232651637453,0.0,0.0,52.97364150649351,62.420491966311545,2314.485641227725,3482.580516612645,,14.325388461,16.871027759310575,24544.346819194805,31100.58491748044,73.12898318231979,85.87052324128126,10.532472207792209,11.712095214485352,0.0,0.0,0.40669856459330145,,0.0,77,,24544.346819194805,31100.58491748044,,219.93343838374642,261.22535958091675,,23.519005966348463,26.017251537939917,0.04561082127301292,0.14463247427907028,19.04355474793423,21.718655430897428,115723.18907386372,157761.94258933555,,Buzzinsocialmedia_Twitter
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01818181818181818,,6.0,2,,,,,,,,,,0.062102162087081546,0.1341288352347828,,,,,,Click_prediction_small
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002564102564102564,,7.0,30,,,,,,,,,,0.17249362640462898,0.15199836034255942,5112850.240699312,25261961.481766287,,,,Diabetes130US
